instance_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
42347.0,Sinnerman - Live In New York/1965,0.654,0.436,622000.0,0.5429999999999999,9.35e-06,B,0.0937,-13.351,Minor,0.0962,148.282,4-Apr,0.6629999999999999,Blues
69505.0,Party Song,0.156,0.563,191760.0,0.897,0.0,,0.352,-4.996,Major,0.213,157.803,4-Apr,0.779,Country
74844.0,Mars,0.862,0.304,164040.0,0.371,0.912,D,0.615,-15.422,Minor,0.0564,71.96,4-Apr,0.0771,Classical
60450.0,Hurt To Look - From Swaecation,0.179,0.6709999999999999,256000.0,0.7020000000000001,3.53e-05,F,0.1169999999999999,-5.642,Major,0.0833,104.983,4-Apr,0.235,Rap
75987.0,Armageddon Waits,0.0090099999999999,0.633,260453.0,0.56,0.552,G,0.152,-5.813,Major,0.0437,138.039,1-Apr,0.363,Electronic
87219.0,The Flower of Raison D'etre,0.00356,0.439,227432.0,0.96,4.13e-06,F#,0.321,-2.58,Minor,0.0722,182.13,4-Apr,0.915,Anime
89062.0,Processed Beats,0.00117,0.652,187800.0,0.7440000000000001,0.0153,C#,0.18,-8.902999999999999,Minor,0.0248,106.758,4-Apr,0.619,Electronic
33513.0,Mixed Drinks About Feelings,0.516,0.7140000000000001,-1.0,0.221,1.68e-06,C,0.0937,-12.929,Major,0.032,135.843,4-Apr,0.424,Country
79170.0,Poor Johnny,0.348,0.698,362267.0,0.8,8.73e-05,B,0.4429999999999999,-3.091,Minor,0.0284,,4-Apr,0.654,Blues
37765.0,Olympian,0.15,0.853,211280.0,0.583,2.52e-06,G#,0.0864,-4.563,Major,0.281,160.026,4-Apr,0.365,Rap
40697.0,Either Hated Or Ignored,0.0349,0.738,153783.0,0.7490000000000001,0.0,C#,0.0794,-5.727,Minor,0.0838,113.027,4-Apr,0.583,Rap
67800.0,Perfectly Lonely,0.00987,0.6779999999999999,268093.0,0.53,0.000274,C,0.0437,-8.515,Major,0.024,91.779,4-Apr,0.6779999999999999,Rock
24887.0,Freaks And Geeks,0.124,0.667,217104.0,0.873,0.0,A#,0.0725,-5.605,Major,0.314,81.05199999999999,4-Apr,0.799,Rap
51708.0,譲り葉塚,0.637,0.402,-1.0,0.281,0.0121,F,0.208,-12.021,Major,0.0305,177.762,3-Apr,0.0835,Anime
64282.0,Anointed,0.142,0.5539999999999999,233707.0,0.56,0.0,E,0.104,-4.824,Minor,0.0415,131.20600000000002,4-Apr,0.0786,Rap
26975.0,Happy Jack - Single Version / Mono,0.106,0.5820000000000001,131813.0,0.726,0.000891,D,0.1009999999999999,-6.32,Major,0.038,130.029,4-Apr,0.95,Blues
43818.0,Kiss Me,0.0104,0.583,208000.0,0.916,0.0,,0.1009999999999999,-4.593,Major,0.0411,118.031,4-Apr,0.496,Country
78714.0,From The Outside,0.00391,0.51,185493.0,0.979,0.0,C#,0.3339999999999999,-3.335,Major,0.0607,103.032,4-Apr,0.72,Alternative
74420.0,Ray of Sunlight,0.0006929999999999,0.3929999999999999,222000.0,0.913,0.0,C#,0.284,-4.337,Minor,0.123,175.90099999999998,4-Apr,0.278,Anime
62154.0,Plastic Fantastic Lover,0.578,0.409,-1.0,0.505,0.00255,D,0.237,-11.747,Major,0.0447,206.647,4-Apr,0.715,Blues
22350.0,Tennessee Love,0.6990000000000001,0.83,294027.0,0.608,0.000202,G,0.177,-3.892,Minor,0.162,119.989,4-Apr,0.418,Rap
26398.0,How to Forget,0.2689999999999999,0.5870000000000001,244160.0,0.489,9.92e-05,D,0.0954,-12.269,Major,0.0363,116.867,4-Apr,0.409,Country
22234.0,Getaway Car,0.157,0.574,298893.0,0.456,0.0,G,0.251,-5.66,Major,0.0259,62.261,4-Apr,0.2339999999999999,Alternative
75913.0,"Concerto for Viola d'amore, Lute, Strings and Basso Continuo in D Minor, RV 540: I. Allegro",0.926,0.495,-1.0,0.111,0.12,C#,0.0772,-18.591,,0.0506,78.77199999999999,4-Apr,0.436,Classical
54184.0,Baby Your Baby - Pure Country/Soundtrack Version,0.426,0.799,164133.0,0.5579999999999999,7.52e-05,F#,0.0864,-11.759,Major,0.0272,105.57,4-Apr,0.954,Country
64391.0,She Keeps The Home Fires Burning,0.526,0.731,236173.0,0.608,0.0,G,0.126,-10.69,,0.0267,126.263,4-Apr,0.745,Country
66045.0,REVERSE,0.0438,0.733,249347.0,0.828,0.0,B,0.172,-3.57,Minor,0.092,95.056,4-Apr,0.7559999999999999,Anime
76883.0,Plug Daughter,0.0337,0.794,143821.0,0.752,0.0075299999999999,C,0.1369999999999999,-6.476,Major,0.123,128.016,4-Apr,0.496,Rap
78560.0,Everlasting Light,0.127,0.6409999999999999,203773.0,0.5820000000000001,0.00632,E,0.354,-6.553999999999999,Major,0.0483,181.039,4-Apr,0.725,Alternative
52276.0,You & Me (Champagne Drip Remix),0.00252,0.509,266563.0,0.831,0.00277,G,0.092,-2.88,Major,0.0379,140.019,4-Apr,0.083,Electronic
35854.0,Mystery Cycle,0.00294,0.387,190000.0,0.976,3.22e-06,C#,0.353,-0.611,Major,0.0674,180.02599999999998,4-Apr,0.465,Anime
79296.0,Sorry Seems To Be The Hardest Word,0.73,0.493,237880.0,0.4029999999999999,0.000479,F,0.1159999999999999,-8.798,Minor,0.0295,120.155,4-Apr,0.2189999999999999,Blues
39716.0,Set Free (feat. Yael),0.00834,0.7759999999999999,191210.0,0.7829999999999999,0.0449,C,0.0377,-3.595,Major,0.0374,,4-Apr,0.943,Electronic
25405.0,All Around Me,0.0216,0.473,198507.0,0.871,0.0,A,0.0525,-4.893,Major,0.0456,146.975,4-Apr,0.47,Alternative
75380.0,Queen Of My Heart,0.451,0.6,228573.0,0.31,0.0,A,0.114,-13.599,Major,0.0315,116.109,3-Apr,0.4029999999999999,Country
65528.0,All I Ever Wanted,0.0268,0.5379999999999999,-1.0,0.773,0.0,B,0.0829,-4.659,Major,0.0281,94.053,4-Apr,0.611,Country
66158.0,Owl Beach II,0.000212,0.555,336400.0,0.802,0.8740000000000001,D,0.2319999999999999,-6.296,Minor,0.0274,123.992,4-Apr,0.5429999999999999,Electronic
42357.0,SLO,0.0020399999999999,0.359,175007.0,0.721,0.0,G,0.134,-5.176,Major,0.0665,95.84,4-Apr,0.603,Alternative
72127.0,後悔,0.941,0.0967,169507.0,0.148,0.7190000000000001,C,0.128,-18.953,Minor,0.036,70.676,3-Apr,0.0579999999999999,Anime
48590.0,Running Away,0.0011,0.608,178440.0,0.8009999999999999,8.11e-06,A,0.223,-5.452000000000001,Minor,0.0376,,3-Apr,0.544,Alternative
20347.0,Legalize,0.168,0.754,298414.0,0.6970000000000001,0.0,E,0.1169999999999999,-6.924,Major,0.151,129.928,4-Apr,0.6940000000000001,Rap
75811.0,Guatemala - From Swaecation,0.185,0.8490000000000001,256341.0,0.6990000000000001,0.00118,E,0.0954,-5.193,Minor,0.0574,100.989,4-Apr,0.0778,Hip-Hop
53787.0,Marginalia #45,0.986,0.308,316458.0,0.126,0.866,C#,0.2339999999999999,-21.086,Major,0.0378,92.994,4-Apr,0.0387,Anime
30469.0,Stand By Me,0.846,0.33,-1.0,0.356,9.55e-05,A,0.1939999999999999,-6.9110000000000005,Major,0.0352,93.778,3-Apr,0.243,Alternative
47157.0,Let It Rock,0.483,0.685,194933.0,0.83,0.00372,B,0.157,-9.021,Major,0.0286,134.782,4-Apr,0.963,Blues
59712.0,Where I'm At,0.336,0.762,237595.0,0.958,9.04e-06,F,0.0697,-1.953,Minor,0.2269999999999999,149.885,4-Apr,0.0924,Electronic
36555.0,Give Me Up Again,0.00576,0.465,244053.0,0.705,2.35e-05,A,0.193,-7.749,Major,0.065,144.74200000000002,4-Apr,0.381,Blues
65294.0,Kool Aid and Frozen Pizza,0.1989999999999999,0.715,157738.0,0.765,0.0,C#,0.23,-7.058,Minor,0.266,89.988,4-Apr,0.691,Hip-Hop
69385.0,You Don't Have A Clue,0.02,0.563,273493.0,0.857,0.187,A#,0.1889999999999999,-4.7,Minor,0.074,116.106,4-Apr,0.621,Electronic
64806.0,The End of My World,0.0293,0.43,208240.0,0.998,4.93e-05,C#,0.0606,-2.482,Minor,0.235,94.942,4-Apr,0.102,Anime
50823.0,Outlet,0.109,0.643,268813.0,0.813,0.000348,F,0.355,-2.147,Minor,0.0828,124.178,4-Apr,0.36,Rap
42014.0,Antistar - Includes Hidden Track 'LP4',0.5529999999999999,0.243,1180560.0,0.347,0.943,G,0.0828,-14.961,Major,0.086,73.722,4-Apr,0.0377,Electronic
69882.0,Five More Minutes,0.325,0.517,238954.0,0.652,0.0,G,0.109,-6.153,Major,0.0323,156.07,4-Apr,0.3329999999999999,Rock
42909.0,Step Away,0.297,0.486,247813.0,0.918,0.0538,C,0.184,-3.32,Major,0.0366,175.02900000000002,4-Apr,0.416,Electronic
64567.0,The Trouble With Us,0.306,0.8290000000000001,222067.0,0.746,0.000557,,0.174,-4.975,Major,0.06,121.106,4-Apr,0.8390000000000001,Alternative
76906.0,Kush - Main,0.000763,0.497,-1.0,0.872,8.94e-05,G,0.171,-6.166,Major,0.115,126.785,5-Apr,0.3829999999999999,Rap
22785.0,Welcome To Bucketheadland,0.000989,0.487,222133.0,0.8320000000000001,0.725,D,0.5429999999999999,-10.831,Major,0.13,140.639,4-Apr,0.483,Classical
64831.0,Victoria,0.025,0.494,-1.0,0.79,0.1639999999999999,G,0.185,-9.131,Major,0.0295,,4-Apr,0.901,Blues
56258.0,Bad Man,0.0165,0.247,162733.0,0.982,0.596,C,0.145,-5.063,Major,0.138,148.83100000000002,4-Apr,0.193,Blues
24225.0,Welcome to My World,0.725,0.341,152600.0,0.252,0.0594,D#,0.287,-14.869000000000002,Major,0.0288,81.058,4-Apr,0.3989999999999999,Country
59398.0,Not Right,0.319,0.8740000000000001,123742.0,0.547,0.0,E,0.335,-9.041,Minor,0.337,81.483,4-Apr,0.616,Hip-Hop
56092.0,PTSD (Warrior Built),0.146,0.62,241891.0,0.815,0.0,C#,0.222,-5.99,Minor,0.3279999999999999,168.097,4-Apr,0.387,Rap
83509.0,Imagining Buffalo,0.7,0.161,159556.0,0.145,0.838,A,0.11,-15.58,Major,0.0479,110.293,4-Apr,0.0368,Classical
52074.0,"Roméo et Juliette, Op. 17, H 79, Pt. 3: No. 7d,Mais notre sang rougit leur glaive",0.955,0.259,250093.0,0.233,0.156,G,0.0869,-20.394,Major,0.0446,81.09899999999999,3-Apr,0.206,Classical
